entry_time,exit_time,dir,entry,exit,reason,pips_net,R,sl_pips,meta_day
2023-01-05 00:00:00+00:00,2023-01-05 00:09:00+00:00,1,132.243,132.143,SL,-10.999999999999432,-1.1399999999999433,10.0,2023-01-05
2023-01-10 00:00:00+00:00,2023-01-10 00:54:00+00:00,1,131.731,131.805,TIME,6.400000000001228,0.6000000000001228,10.0,2023-01-10
2023-01-13 00:00:00+00:00,2023-01-13 00:02:00+00:00,1,129.172,129.072,SL,-10.999999999999432,-1.1399999999999433,10.0,2023-01-13
2023-01-20 00:00:00+00:00,2023-01-20 00:54:00+00:00,1,128.371,128.612,TIME,23.099999999998545,2.2699999999998544,10.0,2023-01-20
2023-01-25 00:00:00+00:00,2023-01-25 00:54:00+00:00,1,130.214,130.341,TIME,11.700000000000955,1.1300000000000954,10.0,2023-01-25
2023-01-30 00:00:00+00:00,2023-01-30 00:54:00+00:00,1,129.835,130.045,TIME,19.999999999997954,1.9599999999997952,10.0,2023-01-30
2023-02-03 00:00:00+00:00,2023-02-03 00:16:00+00:00,1,128.763,128.663,SL,-10.999999999999432,-1.1399999999999433,10.0,2023-02-03
2023-02-10 00:00:00+00:00,2023-02-10 00:54:00+00:00,1,131.513,131.607,TIME,8.399999999999409,0.7999999999999409,10.0,2023-02-10
2023-02-15 00:00:00+00:00,2023-02-15 00:21:00+00:00,1,132.989,132.889,SL,-10.999999999999432,-1.1399999999999433,10.0,2023-02-15
2023-02-20 00:00:00+00:00,2023-02-20 00:54:00+00:00,1,134.31,134.399,TIME,7.899999999999864,0.7499999999999863,10.0,2023-02-20
2023-02-24 00:00:00+00:00,2023-02-24 00:04:00+00:00,1,134.623,134.523,SL,-10.999999999999432,-1.1399999999999433,10.0,2023-02-24
2023-03-03 00:00:00+00:00,2023-03-03 00:52:00+00:00,1,136.716,136.616,SL,-10.999999999999432,-1.1399999999999433,10.0,2023-03-03
2023-03-10 00:00:00+00:00,2023-03-10 00:05:00+00:00,1,136.365,136.26500000000001,SL,-10.999999999999432,-1.1399999999999433,10.0,2023-03-10
2023-03-15 00:00:00+00:00,2023-03-15 00:54:00+00:00,1,134.435,134.567,TIME,12.2000000000005,1.18000000000005,10.0,2023-03-15
2023-03-20 00:00:00+00:00,2023-03-20 00:54:00+00:00,1,132.274,132.582,TIME,29.799999999999272,2.939999999999927,10.0,2023-03-20
2023-03-24 00:00:00+00:00,2023-03-24 00:19:00+00:00,1,130.867,130.767,SL,-10.999999999999432,-1.1399999999999433,10.0,2023-03-24
2023-04-10 00:00:00+00:00,2023-04-10 00:54:00+00:00,1,131.981,132.118,TIME,12.700000000000045,1.2300000000000044,10.0,2023-04-10
2023-04-25 00:00:00+00:00,2023-04-25 00:54:00+00:00,1,134.103,134.083,TIME,-3.000000000001023,-0.3400000000001023,10.0,2023-04-25
2023-05-15 00:00:00+00:00,2023-05-15 00:54:00+00:00,1,135.778,135.813,TIME,2.499999999999659,0.20999999999996588,10.0,2023-05-15
2023-05-30 00:00:00+00:00,2023-05-30 00:54:00+00:00,1,140.509,140.455,TIME,-6.3999999999973625,-0.6799999999997363,10.0,2023-05-30
2023-06-15 00:00:00+00:00,2023-06-15 00:54:00+00:00,1,140.028,140.004,TIME,-3.400000000000091,-0.38000000000000905,10.0,2023-06-15
2023-06-20 00:00:00+00:00,2023-06-20 00:54:00+00:00,1,141.921,141.927,TIME,-0.39999999999997726,-0.07999999999999773,10.0,2023-06-20
2023-07-05 00:00:00+00:00,2023-07-05 00:54:00+00:00,1,144.466,144.426,TIME,-5.000000000002046,-0.5400000000002046,10.0,2023-07-05
2023-07-10 00:00:00+00:00,2023-07-10 00:54:00+00:00,1,142.194,142.226,TIME,2.2000000000010687,0.18000000000010685,10.0,2023-07-10
2023-07-14 00:00:00+00:00,2023-07-14 00:06:00+00:00,1,138.029,137.929,SL,-10.999999999999432,-1.1399999999999433,10.0,2023-07-14
2023-07-20 00:00:00+00:00,2023-07-20 00:54:00+00:00,1,139.61,139.635,TIME,1.4999999999977263,0.10999999999977261,10.0,2023-07-20
2023-07-28 00:00:00+00:00,2023-07-28 00:30:00+00:00,1,139.181,139.08100000000002,SL,-10.999999999999432,-1.1399999999999433,10.0,2023-07-28
2023-08-04 00:00:00+00:00,2023-08-04 00:54:00+00:00,1,142.489,142.615,TIME,11.600000000000477,1.1200000000000476,10.0,2023-08-04
2023-08-10 00:00:00+00:00,2023-08-10 00:54:00+00:00,1,143.664,143.708,TIME,3.400000000001114,0.30000000000011146,10.0,2023-08-10
2023-08-15 00:00:00+00:00,2023-08-15 00:50:00+00:00,1,145.508,145.40800000000002,SL,-10.999999999999432,-1.1399999999999433,10.0,2023-08-15
2023-08-18 00:00:00+00:00,2023-08-18 00:18:00+00:00,1,145.71,145.61,SL,-10.999999999999432,-1.1399999999999433,10.0,2023-08-18
2023-08-25 00:00:00+00:00,2023-08-25 00:54:00+00:00,1,145.946,146.015,TIME,5.89999999999884,0.549999999999884,10.0,2023-08-25
2023-08-30 00:00:00+00:00,2023-08-30 00:54:00+00:00,1,145.8,145.952,TIME,14.199999999998681,1.379999999999868,10.0,2023-08-30
